comment,preprocessed_comment
"He is really funny and makes complex concepts very understandable. This is the second time Ive taken this class (because my first professor was horrible) and now Im passing with flying colors under Professor Gardner. The class is based on 4 tests (no midterm or final), a fun jeopardy game we play in class, and attendance. I would take him again.","['really', 'funny', 'makes', 'complex', 'concepts', 'understandable', 'second', 'time', 'ive', 'taken', 'class', 'first', 'professor', 'horrible', 'im', 'passing', 'flying', 'colors', 'professor', 'gardner', 'class', 'based', 'tests', 'midterm', 'final', 'fun', 'jeopardy', 'game', 'play', 'class', 'attendance', 'would', 'take']"
"AMAZING!! He is absolutely hilarious and by far my favorite professor. I'm going to take him next semester for 250 because I just loved this class so much. Don't take this class if you aren't a big test taker, in this class it's 4 tests, no final or midterm, really really fun jeopardy. Bottom line, take this class if you're willing to study HARD!","['amazing', 'absolutely', 'hilarious', 'far', 'favorite', 'professor', 'going', 'take', 'next', 'semester', 'loved', 'class', 'much', 'nt', 'take', 'class', 'nt', 'big', 'test', 'taker', 'class', 'tests', 'final', 'midterm', 'really', 'really', 'fun', 'jeopardy', 'bottom', 'line', 'take', 'class', 'willing', 'study', 'hard']"
"After this psych class I knew i wouldn't be able to major in psychology. Professor Gardner was a hilarious professor. I had him for 8am so it was nice that we laughed. BUT. He lectures from the beginning of class to the end and tends to skip around a lot. He'll be on one topic then change to another. gives 4 tests, kind of confusing.","['psych', 'class', 'knew', 'would', 'nt', 'able', 'major', 'psychology', 'professor', 'gardner', 'hilarious', 'professor', 'nice', 'laughed', 'lectures', 'beginning', 'class', 'end', 'tends', 'skip', 'around', 'lot', 'one', 'topic', 'change', 'another', 'gives', 'tests', 'kind', 'confusing']"
So enthusiastic about the subject really gets the class's attention. Always making jokes I laughed at least once every lecture. At times can lecture too quickly but will go over the material again if some people are still not getting it. Makes topics relatable and is always willing to answer questions. Would love to take this class again! 4 exams,"['enthusiastic', 'subject', 'really', 'gets', 'class', 'attention', 'always', 'making', 'jokes', 'laughed', 'least', 'every', 'lecture', 'times', 'lecture', 'quickly', 'go', 'material', 'people', 'still', 'getting', 'makes', 'topics', 'relatable', 'always', 'willing', 'answer', 'questions', 'would', 'love', 'take', 'class', 'exams']"
"He is a great professor. Only problem is that he speaks fast, and his study guides do not help for exams. You might as well just look over your notes. He is very funny and makes the material interesting. Not very difficult.","['great', 'professor', 'problem', 'speaks', 'fast', 'study', 'guides', 'help', 'exams', 'might', 'well', 'look', 'notes', 'funny', 'makes', 'material', 'interesting', 'difficult']"
"He is the BEST professor I have ever had.  Funny, and really cares if the students comprehend what's being lectured on.  Only four exams.  The Psychology department requires 20 credits of experiments, but he's helpful with those too.  Take him for any Psych class he is teaching.  You will not regret it!","['best', 'professor', 'ever', 'funny', 'really', 'cares', 'students', 'comprehend', 'lectured', 'four', 'exams', 'psychology', 'department', 'requires', 'credits', 'experiments', 'helpful', 'take', 'psych', 'class', 'teaching', 'regret']"
"Highly recommended. Show up to class and take notes. Exams mostly based off lectures, but some questions come from the text. Hilarious and a great person. Passionate about psychology and Robin.","['highly', 'recommended', 'show', 'class', 'take', 'notes', 'exams', 'mostly', 'based', 'lectures', 'questions', 'come', 'text', 'hilarious', 'great', 'person', 'passionate', 'psychology', 'robin']"
"He does not teach! 4 tests, one jeopardy game which is so unfair. His class is only entertaining, you have to read the chapters 3 weeks before the test because its so much reading. I won't recommend. Has a sign in sheet, if you're late by one minute you are considered late. 6 lates equal to 1 absence.","['teach', 'tests', 'one', 'jeopardy', 'game', 'unfair', 'class', 'entertaining', 'read', 'chapters', 'weeks', 'test', 'much', 'reading', 'wo', 'nt', 'recommend', 'sign', 'sheet', 'late', 'one', 'minute', 'considered', 'late', 'lates', 'equal', 'absence']"
"Super easy to get along with; there are no group projects however he gives students an opportunity to raise their grades right after an exam is taken. He uses great analogies to describe difficult concepts and is in general a very charming and funny person. 10/10 recommend Professor Gardner, and I will be sure to take his PSY250 class next semester","['super', 'easy', 'get', 'along', 'group', 'projects', 'however', 'gives', 'students', 'opportunity', 'raise', 'grades', 'right', 'exam', 'taken', 'uses', 'great', 'analogies', 'describe', 'difficult', 'concepts', 'general', 'charming', 'funny', 'person', 'recommend', 'professor', 'gardner', 'sure', 'take', 'class', 'next', 'semester']"
you take about 14 quizzes which is about the power points the week of. Pretty easy if you study the power point. You do not really need he textbook.,"['take', 'quizzes', 'power', 'points', 'week', 'pretty', 'easy', 'study', 'power', 'point', 'really', 'need', 'textbook']"
"Professor Gardner is fantastic! He's enthusiastic, smart, funny, and helpful. Show up to class for notes and attendance points. 4 Test total, non-cumulative, no final and midterms and one jeopardy game. There is an experiment thing require by the psychdep. It's a fairly easy class if you study and go to class, but  he makes  class worth it!","['professor', 'gardner', 'fantastic', 'enthusiastic', 'smart', 'funny', 'helpful', 'show', 'class', 'notes', 'attendance', 'points', 'test', 'total', 'noncumulative', 'final', 'midterms', 'one', 'jeopardy', 'game', 'experiment', 'thing', 'require', 'psychdep', 'fairly', 'easy', 'class', 'study', 'go', 'class', 'makes', 'class', 'worth']"
"Pay attention and show up for extra credit. He tends to jump around in his lectures, therefore do the 'homework' he assigns, if you want. 'Homework' is not collected. Only 4 tests. No final. Extra Credit Jeopardy 1 time in semester. First you take tests individually then in groups. If your score is close to the group score, you get the higher grade","['pay', 'attention', 'show', 'extra', 'credit', 'tends', 'jump', 'around', 'lectures', 'therefore', 'homework', 'assigns', 'want', 'homework', 'collected', 'tests', 'final', 'extra', 'credit', 'jeopardy', 'time', 'semester', 'first', 'take', 'tests', 'individually', 'groups', 'score', 'close', 'group', 'score', 'get', 'higher', 'grade']"
He's super funny! and really cool. But attendance is mandatory and his tests are tough. You must read the chapters in order to pass his 4 tests because the lectures are not enough. There is a Jeopardy game that is no longer EC but mandatory for points. those are your only chances for points which makes the class hard cause you MUST do well on exams,"['super', 'funny', 'really', 'cool', 'attendance', 'mandatory', 'tests', 'tough', 'must', 'read', 'chapters', 'order', 'pass', 'tests', 'lectures', 'enough', 'jeopardy', 'game', 'longer', 'ec', 'mandatory', 'points', 'chances', 'points', 'makes', 'class', 'hard', 'cause', 'must', 'well', 'exams']"
"No mandatory homework, 4 (33 questions) multiple choice tests, one jeopardy game for extra cred (1st place receives 60 points), no final, super easy stuff.  He provides a lot of examples. 'Mandatory attendance' for extra credit. Come to class and take notes. I passed all tests with 100% because he gave extra credit group testing after each of them.","['mandatory', 'homework', 'questions', 'multiple', 'choice', 'tests', 'one', 'jeopardy', 'game', 'extra', 'cred', 'place', 'receives', 'points', 'final', 'super', 'easy', 'stuff', 'provides', 'lot', 'examples', 'mandatory', 'attendance', 'extra', 'credit', 'come', 'class', 'take', 'notes', 'passed', 'tests', 'gave', 'extra', 'credit', 'group', 'testing']"
Gardner is very enthusiastic! He really does make learning psychology fun and the videos that we watch are very helpful. But reading the book is crucial to passing the class. His tests are easy if you take good notes and read the book. He gives  you assigned readings so that's helpful/ His tests are so weird and tricky so you need to know the stuff,"['gardner', 'enthusiastic', 'really', 'make', 'learning', 'psychology', 'fun', 'videos', 'watch', 'helpful', 'reading', 'book', 'crucial', 'passing', 'class', 'tests', 'easy', 'take', 'good', 'notes', 'read', 'book', 'gives', 'assigned', 'readings', 'helpful', 'tests', 'weird', 'tricky', 'need', 'know', 'stuff']"
"Professor Gardner is incredibly enthusiastic during his lectures making it easy to stay focused. He also has a great way of breaking down the concepts taught, making it easier to understand. His exams are fairly easy, whatever is mentioned in class is most likely to be seen on the exam along w/ some stuff from the readings! He's a great guy!","['professor', 'gardner', 'incredibly', 'enthusiastic', 'lectures', 'making', 'easy', 'stay', 'focused', 'also', 'great', 'way', 'breaking', 'concepts', 'taught', 'making', 'easier', 'understand', 'exams', 'fairly', 'easy', 'whatever', 'mentioned', 'class', 'likely', 'seen', 'exam', 'along', 'w', 'stuff', 'readings', 'great', 'guy']"
"Gardner is amazing, there's no other way to put it. He's hilarious, kind, entertaining, knowledgeable, and really understands his students. Best professor I've ever had! We only had 4 exams /semester and no final. I always looked forward to being in class, I knew I was going to have a great time laughing and learning fascinating concepts. Take him!","['gardner', 'amazing', 'way', 'put', 'hilarious', 'kind', 'entertaining', 'knowledgeable', 'really', 'understands', 'students', 'best', 'professor', 'ever', 'exams', 'semester', 'final', 'always', 'looked', 'forward', 'class', 'knew', 'going', 'great', 'time', 'laughing', 'learning', 'fascinating', 'concepts', 'take']"
"He is probably one of the best professors I have ever had so far. He mixes humor and learning, which makes the info a little bit easier to digest and remember. He doesn't do a final, which is nice. His tests are okay and straightforward as long as you at least try to learn the lesson.","['probably', 'one', 'best', 'professors', 'ever', 'far', 'mixes', 'humor', 'learning', 'makes', 'info', 'little', 'bit', 'easier', 'digest', 'remember', 'nt', 'final', 'nice', 'tests', 'okay', 'straightforward', 'long', 'least', 'try', 'learn', 'lesson']"
His class is one of the best I've taken! There is no homework although he does tells you which pages to read from the textbook to learn more about his lecture. Tests are easier than expected and his lectures are really fun!,"['class', 'one', 'best', 'taken', 'homework', 'although', 'tells', 'pages', 'read', 'textbook', 'learn', 'lecture', 'tests', 'easier', 'expected', 'lectures', 'really', 'fun']"
